instance,seed,distance,violation,n_violations,feasible,fitness,time_s
n20w60.001,0,335.0,0.0,0,1,335.0,33.632186400005594
n20w60.001,1,335.0,0.0,0,1,335.0,29.470181999960914
n20w60.001,2,335.0,0.0,0,1,335.0,26.784001299994998
n20w60.001,3,335.0,0.0,0,1,335.0,27.08987220004201
n20w60.001,4,335.0,0.0,0,1,335.0,26.450666000018828
