instance,seed,distance,violation,n_violations,feasible,fitness,time_s
n20w40.001,0,347.0,797.0,11,0,797347.0,25.308954900014214
n20w40.001,1,334.0,846.0,15,0,846334.0,26.164319499977864
n20w40.001,2,312.0,1049.0,16,0,1049312.0,25.99270949990023
n20w40.001,3,367.0,872.0,12,0,872367.0,26.342051799991168
n20w40.001,4,376.0,1153.0,13,0,1153376.0,27.126314499997534
