instance,seed,front_size,hypervolume_global_ref,dist_min,dist_max,viol_min,viol_max,n_feasible_solutions,best_feasible_dist,time_s
n20w40.001,0,47,127435.32000000007,157.0,254.0,0.0,1108.0,1,254.0,107.28355040005408
n20w40.001,1,49,125612.32000000007,157.0,254.0,0.0,1108.0,1,254.0,108.84594509995077
n20w40.001,2,49,127451.32000000005,157.0,254.0,0.0,1108.0,1,254.0,112.97867740003858
n20w40.001,3,50,127451.32000000005,157.0,254.0,0.0,1108.0,1,254.0,112.48505299992394
n20w40.001,4,51,127453.32000000007,157.0,254.0,0.0,1108.0,1,254.0,105.0186212999979
