instance,seed,distance,violation,n_violations,feasible,fitness,time_s
n20w60.001,0,379.0,753.0,11,0,753379.0,27.44612830004189
n20w60.001,1,434.0,791.0,8,0,791434.0,27.942675899947062
n20w60.001,2,405.0,907.0,12,0,907405.0,27.115487199975178
n20w60.001,3,450.0,998.0,13,0,998450.0,27.0486368999118
n20w60.001,4,391.0,713.0,7,0,713391.0,28.421633000019938
