instance,seed,distance,violation,n_violations,feasible,fitness,time_s
n20w40.001,0,252.0,1.0,1,0,1252.0,31.0478816999821
n20w40.001,1,254.0,0.0,0,1,254.0,30.432413999922574
n20w40.001,2,254.0,0.0,0,1,254.0,30.810665299999528
n20w40.001,3,252.0,93.0,1,0,93252.0,33.60894950001966
n20w40.001,4,254.0,0.0,0,1,254.0,37.78130000003148
