instance,seed,distance,violation,n_violations,feasible,fitness,time_s
n20w20.001,0,439.0,1278.0,16,0,1278439.0,35.9809694000287
n20w20.001,1,425.0,1431.0,13,0,1431425.0,25.840092199970968
n20w20.001,2,422.0,1230.0,15,0,1230422.0,28.308604900026694
n20w20.001,3,413.0,1241.0,13,0,1241413.0,26.752729199943133
n20w20.001,4,432.0,1357.0,16,0,1357432.0,26.59317100001499
