instance,seed,distance,violation,n_violations,feasible,fitness,time_s
n20w100.001,0,237.0,0.0,0,1,237.0,25.77487150009256
n20w100.001,1,243.0,0.0,0,1,243.0,25.247243000078015
n20w100.001,2,243.0,0.0,0,1,243.0,25.25148099998478
n20w100.001,3,237.0,0.0,0,1,237.0,25.7752156999195
n20w100.001,4,237.0,0.0,0,1,237.0,25.702748500043526
